Hotel_Name,Hotel_Rating,City,Hotel_Price,Feature
Treebo Trend Archie Regency,4.0,ranchi,2205.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Radisson Blu Hotel Ranchi,4.5,ranchi,8047.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,ranchi,2426.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Paid parking,Restaurant,Room service,Kid-friendly,0"
Park Prime Ranchi,4.0,ranchi,3931.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,2304.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center"
Hotel Meera,4.2,ranchi,645.0,"Free Wi-Fi,Pool,Air conditioning,Full-service laundry,Kid-friendly,0,0,0,0"
The Royal Retreat,4.2,ranchi,4140.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Maplewood Hotel,4.1,ranchi,3121.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Hotel Kuber Palace,4.6,ranchi,1120.0,"1-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel Fountain,4.3,ranchi,1680.0,"0,0,0,0,0,0,0,0,0"
Samargarh Resorts and hotel,3.9,ranchi,2654.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry"
The Cennet Ranchi,4.4,ranchi,2160.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0"
Hotel Sohrai inn,4.5,ranchi,1317.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible"
Chanakya BNR Hotel,4.4,ranchi,7116.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,ranchi,3087.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry"
Capitol Hill,4.3,ranchi,6318.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Divisha The Bali Resort,4.9,ranchi,840.0,"0,0,0,0,0,0,0,0,0"
Divisha Hotel Marina,4.7,ranchi,1624.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant"
"Le Lac Sarovar Portico, Ranchi",4.2,ranchi,7056.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Hotel AVN Grand,4.2,ranchi,5600.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
The Royal Retreat,4.2,ranchi,4255.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Treebo Trend Lalaji'S Executive,3.9,aurangabad,2444.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Treebo Trend Admiral Suites,3.5,aurangabad,2451.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0"
Zostel Aurangabad,4.4,aurangabad,1219.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0"
MTDC Aurangabad Resort,3.8,aurangabad,1680.0,"Free breakfast,Paid parking,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0"
Hotel Royal Regency,3.7,aurangabad,914.0,"2-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Modi Samrat,4.3,aurangabad,1263.0,"2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free"
Ginger Aurangabad,4.0,aurangabad,2799.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
Hotel J P International,3.7,aurangabad,2513.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Holiday Era Lodging,3.5,aurangabad,871.0,"2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
7 Apple Hotel - Aurangabad,4.0,aurangabad,2244.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly"
Hotel Holiday Pride,4.2,aurangabad,1813.0,"0,0,0,0,0,0,0,0,0"
Hotel The Sky Court,3.9,aurangabad,1836.0,"3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,aurangabad,9636.0,"5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
"Ambassador Ajanta Hotel, Aurangabad",4.2,aurangabad,4322.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"The Fern Residency, Aurangabad",4.1,aurangabad,4928.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Aurangabad Gymkhana Club Hotel,4.1,aurangabad,2573.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Grand Ecotel,4.2,aurangabad,2204.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel kartiki,4.0,aurangabad,1087.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly"
Lemon Tree Hotel,4.2,aurangabad,6215.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Enrise By Sayaji,4.2,aurangabad,3348.0,"3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
The Manor Hotel,3.9,aurangabad,2566.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Radhika Ex,3.9,aurangabad,2357.0,"Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Kid-friendly,Smoke-free,0"
Novotel Ahmedabad,4.6,ahmedabad,6042.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
The Grand Bhagwati,4.3,ahmedabad,4854.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,ahmedabad,4007.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Accessible"
"Taj Skyline, Ahmedabad",4.5,ahmedabad,8064.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle"
Hyatt Regency Ahmedabad,4.4,ahmedabad,6490.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,5334.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service"
Hotel Eldorado,4.3,ahmedabad,3100.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Courtyard by Marriott Ahmedabad,4.4,ahmedabad,7263.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,ahmedabad,11400.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Novotel Ahmedabad,4.6,ahmedabad,5913.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
Hyatt Ahmedabad,4.5,ahmedabad,5475.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Ramada by Wyndham Ahmedabad,4.0,ahmedabad,4680.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service"
Radhe Upavan Resort,4.4,ahmedabad,5206.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Agrasen Foundation,4.2,ahmedabad,1765.0,"0,0,0,0,0,0,0,0,0"
Aarya Grand Hotels & Resorts,4.2,ahmedabad,3091.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
DoubleTree by Hilton Ahmedabad,4.5,ahmedabad,6182.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,ahmedabad,4929.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
in&out AC Dormitory Ahmedabad,4.1,ahmedabad,646.0,"1-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Airport shuttle,Full-service laundry,0,0"
Tribecca Select,4.3,ahmedabad,2097.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
BloomSuites | Ahmedabad,4.2,ahmedabad,4333.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Deewanji Ni Haveli | Rooms & Restaurant,2.8,ahmedabad,5003.0,"Sleeps 12,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center"
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,5543.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service"
Hyatt Regency Ahmedabad,4.4,ahmedabad,6552.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,6630.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Regenta Central Amritsar,4.2,amritsar,5599.0,"5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Fairfield by Marriott Amritsar,4.3,amritsar,5509.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Regenta Central Amritsar,4.2,amritsar,4117.0,"5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Courtyard by Marriott Amritsar,4.4,amritsar,6046.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hyatt Regency Amritsar,4.3,amritsar,8367.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Fabhotels - Hotel Le Golden,3.8,amritsar,1326.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Regenta Place Amritsar,4.2,amritsar,4321.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Madpackers Amritsar,4.4,amritsar,732.0,"Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0"
"Taj Swarna, Amritsar",4.4,amritsar,11800.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Ramada by Wyndham Amritsar,4.3,amritsar,6660.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Treehouse London Street Amritsar,4.1,amritsar,2669.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0"
HolidayVilla Amritsar,4.9,amritsar,2455.0,"4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,0,0"
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,5991.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Hotel Amritsar International,4.0,amritsar,1900.0,"3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Hotel Anchit - Walking Distance To Golden Temple,4.4,amritsar,1176.0,"Breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Full-service laundry,Smoke-free,0,0"
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,2306.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle"
BR Grand Amritsar,4.4,amritsar,2326.0,"Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
"Serenity Bangla, Amritsar",4.2,amritsar,2485.0,"Sleeps 4,1 bedroom,Air conditioning,Fireplace,Kitchen,Free parking,Free Wi-Fi,No crib,No elevator"
The Landmark Amritsar : Near Golden Temple,4.3,amritsar,3581.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center"
Hotel Sapphire Opposite Golden Temple,4.1,amritsar,2246.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Shine Star By Tag Your Trip Near Golden Temple,3.8,amritsar,820.0,"House,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi"
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,2999.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle"
Fairfield by Marriott Amritsar,4.3,amritsar,6047.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Hotel Nagpal REGENCY,3.9,ludhiana,2666.0,"3-star hotel,Breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,2472.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
"Radisson Blu Hotel, Ludhiana",4.4,ludhiana,7602.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Brown,3.5,ludhiana,903.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0"
Clarks Inn Express Ludhiana,4.7,ludhiana,3948.0,"Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,0"
Hotel Gulmor - Hotel in Ludhiana,4.0,ludhiana,3058.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Keys Select Ludhiana - By Lemon Tree Hotels,3.9,ludhiana,3078.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Hotel Ludhiana Regency,4.2,ludhiana,1562.0,"Breakfast,Free Wi-Fi,Free parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Regenta Central Klassik,4.3,ludhiana,4941.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar"
The Palm Court,4.3,ludhiana,4326.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
Hotel Maharaja Regency,4.4,ludhiana,4792.0,"3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel The Retro Regency,4.4,ludhiana,1679.0,"Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0"
Hotel Kohinoor Palace & Banquets,3.9,ludhiana,1905.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Park Plaza Ludhiana,4.2,ludhiana,8057.0,"5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Leo Fort Hotel,3.9,ludhiana,2735.0,"Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0"
Hotel NAT GRAND REGENCY,5.0,ludhiana,2912.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Accessible"
AAGAAZ Hotel,4.4,ludhiana,2615.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Grand Marian Hotel,4.1,ludhiana,2995.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Hyatt Regency Ludhiana,4.4,ludhiana,11266.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Itsy By Treebo - P Grand,4.0,ludhiana,1733.0,"Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0"
The Stories,4.0,ludhiana,3359.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible"
Hotel Hyphen Premier,4.2,meerut,2094.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,1370.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly"
Hotel travel inn,3.6,meerut,815.0,"3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,0"
Hotel DownTown,4.1,meerut,947.0,"Free Wi-Fi,Pool,Kitchen,Full-service laundry,Smoke-free,0,0,0,0"
Garden City Resorts | Rooms & Restaurant,3.8,meerut,3220.0,"Sleeps 9,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,No crib,No fitness center"
Hotel Hyphen Premier,4.2,meerut,2010.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
Crystal Palace,3.9,meerut,2673.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,674.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly"
The Grand Alora | Best Family Restaurent in Meerut,4.7,meerut,2492.0,"0,0,0,0,0,0,0,0,0"
Hotel Green Embassy (Rooms and Restaurant),4.1,meerut,1814.0,"0,0,0,0,0,0,0,0,0"
-,3.9,meerut,4680.0,"Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0"
Hotel Samrat Heavens,3.6,meerut,2289.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service"
TIVOLI IMPERIAL RESORT,4.1,meerut,1803.0,"0,0,0,0,0,0,0,0,0"
3rd Milestone,4.4,meerut,2870.0,"0,0,0,0,0,0,0,0,0"
Green Serene Abode,4.9,meerut,2652.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Accessible,Kid-friendly"
Crystal Palace,3.9,meerut,2923.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Hotel Samrat Heavens,3.6,meerut,2298.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service"
Grand Mercure Vadodara Surya Palace,4.4,vadodara,4237.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
"The Fern - An Ecotel Hotel, Vadodara",4.2,vadodara,4535.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Courtyard by Marriott Vadodara,4.5,vadodara,3920.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Shagun Residency,3.5,vadodara,835.0,"4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Agrawal bhavan guest house,3.5,vadodara,657.0,"2-star hotel,Free Wi-Fi,Free parking,Pool,Full-service laundry,0,0,0,0"
Grand Mercure Vadodara Surya Palace,4.4,vadodara,3770.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Hotel Royal Vadodara,3.4,vadodara,883.0,"2-star hotel,Breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Four Points by Sheraton Vadodara,4.2,vadodara,3919.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Best Western Alkapuri,4.0,vadodara,1529.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Hotel Ideal vadodara,3.9,vadodara,876.0,"3-star hotel,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0"
Kabir Hotel and Spa,4.4,vadodara,3240.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Effotel By Sayaji Vadodara,4.4,vadodara,2874.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Regenta Inn Vadodara,4.0,vadodara,2352.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service"
Sayaji Hotel Vadodara,4.4,vadodara,4659.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Royal Orchid Central,4.2,vadodara,3031.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
7 Apple Hotel - Vadodara,4.4,vadodara,1352.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Accessible"
Hotel Express Residency,4.2,vadodara,3106.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Comfort Inn Donil,3.8,vadodara,2179.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Restaurant"
Vivanta Vadodara,4.4,vadodara,8476.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Ginger Vadodara,3.9,vadodara,2462.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
Four Points by Sheraton Vadodara,4.2,vadodara,3920.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Hotel Casa Vadodara (Treebo Trend Casa),3.9,vadodara,2400.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Treebo Trip Kiran - Hotel in Raipur,4.0,raipur,2675.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
The Downton Hotel,4.0,raipur,3301.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,Airport shuttle"
Hotel Meera,3.8,raipur,959.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
"Tulip Arena | Hotel, Club & Events by SGL |",4.6,raipur,2586.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
Le Roi Raipur Hotel,4.1,raipur,1789.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Club Paraiso,4.3,raipur,2564.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Aloha City Stay,4.0,raipur,808.0,"2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Shivam Residency,3.9,raipur,1291.0,"Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry"
"Hotel Singhania Sarovar Portico,Raipur",4.1,raipur,4032.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hyatt Raipur,4.3,raipur,6188.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Sayaji Hotel Raipur,4.3,raipur,4381.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Shri Shiva Palace,3.7,raipur,736.0,"3-star hotel,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,0"
